sentence001.wav,"ಕಾರ್ಯಗಾರವು ಸಂಸ್ಥೆಯ ಆತ್ಮಸಾತ್ವಿಕ  ಮೌಲ್ಯಗಳನ್ನು ಪ್ರತಿಬಿಂಬಿಸುವ ರಾಮಯ್ಯ ಗೀತೆಯೊಂದಿಗೆ ಪ್ರಾರಂಭವಾಯಿತು."
sentence002.wav,"ಗೀತೆಯ ನಂತರ ಸಾಂಪ್ರದಾಯಿಕ ವೇದ ಪಾಠದ ಪ್ರಾರ್ಥನೆ ಮಾಡಲಾಯಿತು, ಇದು ಸಮಾರಂಭಕ್ಕೆ ಶ್ರಾವಣ ಮತ್ತು ಪವಿತ್ರ ವಾತಾವರಣವನ್ನು ಒದಗಿಸಿತು."
sentence003.wav,"ಡಾ. ಬಿ.ಪಿ. ಹರಿಚಂದ್ರ ಅವರು ಕಾರ್ಯಕ್ರಮದ ಪ್ರಾರಂಭವನ್ನು ಮಾಡಿದರು ಮತ್ತು ಕಾರ್ಯಾಗಾರದಲ್ಲಿ ಸೇರಿಸಿರುವ ಎಲ್ಲಾ ಅಂಶಗಳನ್ನು ವಿವರಿಸಿದರು."cdವಿನೋದ ಕುಮಾರ್ ಎಸ್. ಅವರನ್ನು ಪರಿಚಯಿಸಿ, ಉಪಪ್ರಾಚಾರ್ಯ ಡಾ. ಪ್ರದೀಪ್ ಕುಮಾರ್ ದೀಕ್ಷಿತ್, ಶೈಕ್ಷಣಿಕ ನೋಂದಣಾಧಿಕಾರಿ ಅರ್ಚನಾ ಮತ್ತು ಎಲ್ಲಾ ಶ್ರೋತೃಗಳಿಗೆ ಹೃತ್ಪೂರ್ವಕ ಸ್ವಾಗತ ಹೇಳಿದರುs."
sentence006.wav,"ಅವರು ಕೃತಕ ಕೃತಕ ಬುದ್ಧಿಮತ್ತೆ ಮತ್ತು ಡೇಟಾ ವಿಜ್ಞಾನ,ಕೃತಕ ಬುದ್ಧಿಮತ್ತೆ ಮತ್ತು ಯಾಂತ್ರಶಿಕ್ಷಣ ಜೈವೋತ್ಪತ್ತಿ ಮತ್ತು ವಾಸ್ತುಶಿಲ್ಪ ವಿಭಾಗಗಳ ಮುಖ್ಯಸ್ಥರನ್ನೂ ಉದ್ದೇಶಿಸಿ ಕೃತಜ್ಞತೆಯನ್ನು ವ್ಯಕ್ತಪಡಿಸಿದರು."
sentence007.wav,"ಪಾರಂಪರಿಕ ದೀಪ ಪ್ರಜ್ವಲನೆ ನೆರವೇರಿಸಲಾಯಿತು, ಇದು ಅಜ್ಞಾನವನ್ನು ದೂರಮಾಡಿ ಜ್ಞಾನವನ್ನು ಹೊತ್ತು ತರುವ ಸಂಕೇತವಾಗಿ ಕಾರ್ಯನಿರ್ವಹಿಸಿತು."
sentence008.wav,"ಈ ಕ್ರಮದಿಂದ ಕಾರ್ಯಗಾರದ ಅಧಿಕೃತ ಆರಂಭವಾಯಿತು."
sentence009.wav,"ಅವರ ಪ್ರತಿ ಅಧಿವೇಶನದ ಮಹತ್ವವನ್ನು ಹಾಗೂ ಕಾರ್ಯಾಗಾರದ ಸಮಗ್ರ ವಿಷಯಕ್ಕೆ ನಿಡುವ ಕೊಡುಗೆಯನ್ನು ಹೈಲೈಟ್ ಮಾಡಿದರು."
sentence010.wav,"ಅವರು ತಮ್ಮ ಕಾರ್ಯಗಳ ಕುರಿತು ಆಳವಾದ ಮಾಹಿತಿಯನ್ನು ಹಂಚಿಕೊಂಡರು ಮತ್ತು ಸಾಮ್ಸ್ಕೃತಿಕ ಪರಂಪರೆಯನ್ನು ಉಳಿಸಿಕೊಳ್ಳಲು ಸ್ಥಳೀಯ ಭಾಷೆಗಳ ಪ್ರಮುಖ ಪಾತ್ರವನ್ನು ಒತ್ತಿ ಹೇಳಿದರು."
sentence011.wav,"ಶೈಕ್ಷಣಿಕ ನೊಂದಣಾಧಿಕಾರಿ ಅರ್ಚನಾ ಅವರು ಸ್ಥಳೀಯ ಭಾಷೆಗಳ ಮಹತ್ವದ ಕುರಿತು ಮಾತನಾಡಿದರು, ಮತ್ತು ಅವು ಸ್ಥಳೀಯ ಸಮುದಾಯಗಳೊಂದಿಗೆ ಸಂಪರ್ಕ ಸಾಧಿಸಲು ಹೇಗೆ ನೆರವು ನೀಡಬಹುದು ಎಂಬುದನ್ನು ವಿವರಿಸಿದರು."
sentence012.wav,"ಉಪಪ್ರಾಚಾರ್ಯ ಡಾ. ಪ್ರದೀಪ್ ಕುಮಾರ್ ದೀಕ್ಷಿತ್ ಅವರು ಭಾರತೀಯ ಜ್ಞಾನ ಪದ್ಧತಿ ಕುರಿತಾಗಿ ಚರ್ಚಿಸಿ, ಶಿಕ್ಷಣ ವ್ಯವಸ್ಥೆಯಲ್ಲಿ ಸ್ಥಳೀಯ ಭಾಷೆಗಳ ಬಲಸದ ಅಗತ್ಯತೆಯನ್ನು ಒತ್ತಿ ಹೇಳಿದರು."
sentence013.wav,"ಅವರು ಸ್ಥಳೀಯ ಭಾಷೆಗಳಲ್ಲಿ ಶಿಕ್ಷಣವನ್ನು ಮಾಡುವುದು, ಶಿಕ್ಷಣವನ್ನು ಲಭ್ಯವಿರಿಸಲು ಹಾಗೂ ಪರಿಣಾಮಕಾರಿಯಾಗಿಸಲು ಸಹಾಯಕವಾಗುತ್ತದೆ ಎಂದು ಹೇಳಿದರು."
sentence014.wav,"ನಿರುಪಕ ದಾ. ಅಶೋಕ್ ಕುಮಾರ್ ಕೆ ಅವರು ವಿವಿಧ ವಿಭಾಗಗಳಿಂದ ಬಂದ ಎಲ್ಲ ಶಿಕ್ಷಕರಿಗೆ ಮತ್ತು ಗಣ್ಯ ವ್ಯಕ್ತಿಗಳಿಗೆ ಹೃತ್ಪೂರ್ವಕ ಸ್ವಾಗತ ಹೈದಿದರು."
sentence015.wav,"ಅವರು ಎಲ್ಲ ಪಾಲ್ಗೊಳ್ಳುವವರ ಹಾಜರಾತಿಗೆ ಕೃತಜ್ಞತೆಗಳನ್ನು ಸೂಚಿಸಿದರು ಮತ್ತು ಕಾರ್ಯಕ್ರಮದ ಬಗ್ಗೆ ಅವರ ಉತ್ಸಾಹವನ್ನು ಶ್ಲಘಿಸಿದರು.s"
sentence016.wav,"ಆರಂಭಿಕ ಸಮಾರಂಭವು ಸಕಾರಾತ್ಮಕ ನೋಟದಲ್ಲಿ ಮುಗಿಯಿತು, ಇದು ಕಾರ್ಯಗಾರದ ಇತರೆ ಅಧಿವೇಶನಗಳಿಗೆ ಸಮಾನತೆyai ಹವಾಮಾನವನ್ನು ಒದಗಿಸಿತು."
sentence017.wav,"ಭಾಷೆ, ಸಂಸ್ಕೃತಿ ಮತ್ತು ಜ್ಞಾನದ ಮಹತ್ವವನ್ನು ವಿವರಿಸುತ್ತಾ ದೃಢವಾದ ಆದಿಪಾಯವನ್ನು ಹಾಕಿದರು."